Complaint,DateOccur,Crime,Description,ILEADSAddress,ILEADSStreet,Generic Crime,Latitude,Longitude
20-058193,12/24/2020 8:30,69702,LARCENY-ALL OTHER UNDER $500                      ,3856,ROBERT,Larceny,38.6270025,-90.1994042
20-057753,12/24/2020 9:44,43012,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 2ND DEGREE    ,2113,13TH,Other Assault,38.6270025,-90.1994042
20-057758,12/24/2020 9:45,42016,ASSLT-AGGRV-KNIFE/CUT-3RD-ADULT-DOMESTIC          ,4462,FARLIN,Other Assault,38.6753122,-90.2400491
20-057760,12/24/2020 10:20,41011,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ,nan,,Aggravated Assault,38.6270025,-90.1994042
20-057761,12/24/2020 10:20,63701,LARCENY-SHOPLIFT UNDER $500                       ,3925,LINDELL,Larceny,38.6437354,-90.2639823
20-057778,12/24/2020 10:26,63701,LARCENY-SHOPLIFT UNDER $500                       ,3225,HAMPTON,Larceny,38.5989644,-90.2924434
20-058258,12/24/2020 10:30,69602,"LARCENY-ALL OTHER $500 - $24,999                  ",nan,,Larceny,38.6270025,-90.1994042
20-057767,12/24/2020 11:15,265321,LEAVING SCENE OF ACCIDENT                         ,682,WISE,Other Crime,38.6270025,-90.1994042
20-057764,12/24/2020 11:26,41011,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ,nan,,Aggravated Assault,38.6270025,-90.1994042
20-057764,12/24/2020 11:26,41011,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ,nan,,Aggravated Assault,38.6270025,-90.1994042
20-057769,12/24/2020 11:33,265321,LEAVING SCENE OF ACCIDENT                         ,95,LOUGHBOROUGH,Other Crime,38.561416,-90.2657746
20-058362,12/24/2020 12:00,72113,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR     ,404,GRAVOIS,Motor Vehicle Theft,38.5895694,-90.255657
20-058111,12/24/2020 12:00,69602,"LARCENY-ALL OTHER $500 - $24,999                  ",2,BROADWAY,Larceny,38.5431081,-90.262614
20-057800,12/24/2020 12:25,10000,HOMICIDE                                          ,4576,ALDINE,Homicide,38.6550679,-90.2393832
20-057800,12/24/2020 12:25,10000,HOMICIDE                                          ,4576,ALDINE,Homicide,38.6550679,-90.2393832
20-057814,12/24/2020 12:30,67701,LARCENY-FROM BUILDING UNDER $500                  ,4624,KINGSHIGHWAY,Larceny,38.6688592,-90.2570703
20-057773,12/24/2020 12:45,41013,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE      ,nan,,Aggravated Assault,38.6270025,-90.1994042
20-058246,12/24/2020 13:00,72140,AUTO THEFT-TRUCK/PERM RETNT/ATTEMPT               ,152,BROADWAY,Motor Vehicle Theft,38.5431081,-90.262614
20-057783,12/24/2020 13:00,51111,BURGLARY-RESIDENCE/DAY/FORCE ENT/OCCUPIED         ,912,MANHATTAN,Burglary,38.6026956,-90.3174493
20-057781,12/24/2020 13:10,43015,ASSLT-AGGRAV-OTH-WPN-2ND-ADULT-DOMESTIC           ,2335,UNIVERSITY,Other Assault,38.6270025,-90.1994042
20-057780,12/24/2020 13:45,265321,LEAVING SCENE OF ACCIDENT                         ,nan,,Other Crime,38.6270025,-90.1994042
20-057787,12/24/2020 13:50,265321,LEAVING SCENE OF ACCIDENT                         ,nan,,Other Crime,38.6270025,-90.1994042
20-057870,12/24/2020 14:00,64711,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT         ,4237,CONNECTICUT,Larceny,38.6270025,-90.1994042
20-057786,12/24/2020 14:15,91113,SIMPLE ASSAULT-ADULT/NO INJURY                    ,3119,OAK HILL,Simple Assault,38.5967716,-90.2561855
20-057824,12/24/2020 14:25,69602,"LARCENY-ALL OTHER $500 - $24,999                  ",5344,BANCROFT,Larceny,38.5917534,-90.2961806
20-057797,12/24/2020 14:35,41012,AGG.ASSAULT-FIREARM/CITIZEN ADULT 2ND DEGREE      ,2105,COLLEGE,Aggravated Assault,38.6270025,-90.1994042
20-057845,12/24/2020 14:45,64601,"LARCENY-FROM MTR VEH $500 - $24,999               ",3729,TAFT,Larceny,38.5802963,-90.2541449
20-057792,12/24/2020 14:50,41011,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ,5725,MAPLE,Aggravated Assault,38.6635226,-90.2912401
20-058078,12/24/2020 15:00,67701,LARCENY-FROM BUILDING UNDER $500                  ,352,CHIPPEWA,Larceny,38.6270025,-90.1994042
20-057798,12/24/2020 15:25,241100,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL         ,6321,SHERRY,Other Crime,38.6270025,-90.1994042
20-058199,12/24/2020 16:00,64701,LARCENY-FROM MTR VEH UNDER $500                   ,2917,HARPER,Larceny,38.6270025,-90.1994042
20-057865,12/24/2020 16:00,265321,LEAVING SCENE OF ACCIDENT                         ,5201,CABANNE,Other Crime,38.6579463,-90.2765841
20-057804,12/24/2020 16:10,71013,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,201,RUSSELL,Motor Vehicle Theft,38.6156137,-90.2619738
20-057804,12/24/2020 16:10,71013,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,201,RUSSELL,Motor Vehicle Theft,38.6156137,-90.2619738
20-057817,12/24/2020 16:30,71013,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,nan,,Motor Vehicle Theft,38.6270025,-90.1994042
20-057801,12/24/2020 16:35,65701,LARCENY-MTR VEH PARTS UNDER $500                  ,911,LAMI,Larceny,38.6270025,-90.1994042
20-057810,12/24/2020 16:45,263299,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL     ,3708,GRAND,Other Crime,38.598089,-90.2429759
20-057808,12/24/2020 16:55,265321,LEAVING SCENE OF ACCIDENT                         ,nan,,Other Crime,38.6270025,-90.1994042
20-057886,12/24/2020 17:00,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,1716,BELLE GLADE,Destruction of Property,38.6560851,-90.2358217
20-057871,12/24/2020 17:00,65701,LARCENY-MTR VEH PARTS UNDER $500                  ,454,LINDELL,Larceny,38.6437354,-90.2639823
20-057989,12/24/2020 18:00,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,814,SCHIRMER,Destruction of Property,38.6270025,-90.1994042
20-057897,12/24/2020 18:00,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,1449,DODIER,Destruction of Property,38.6270025,-90.1994042
20-057832,12/24/2020 18:00,63701,LARCENY-SHOPLIFT UNDER $500                       ,231,MCCAUSLAND,Larceny,38.6087681,-90.3111937
20-057932,12/24/2020 18:00,44012,"AGG.ASSAULT-HNDS,FST,FEET/CTZEN ADLT 2ND DEGRE    ",904,VANDEVENTER,Other Assault,38.6501155,-90.2408846
20-058108,12/24/2020 18:00,51322,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED       ,829,BATES,Burglary,38.5806219,-90.3260124
20-057820,12/24/2020 18:00,151130,WEAPONS-STATE VIOL/UNLWFL USE/CARRYING            ,5003,GOODFELLOW,Weapons Offense,38.6762544,-90.2737423
20-057965,12/24/2020 18:30,91113,SIMPLE ASSAULT-ADULT/NO INJURY                    ,5201,SOUTHWEST,Simple Assault,38.7375946,-90.3570098
20-057819,12/24/2020 18:35,152200,WEAPONS-CITY VIOL/DISCHRGING IN CITY              ,334,IOWA,Weapons Offense,38.5968413,-90.2282373
20-057825,12/24/2020 19:00,91113,SIMPLE ASSAULT-ADULT/NO INJURY                    ,83,BROADWAY,Simple Assault,38.5431081,-90.262614
20-057825,12/24/2020 19:00,91113,SIMPLE ASSAULT-ADULT/NO INJURY                    ,83,BROADWAY,Simple Assault,38.5431081,-90.262614
20-057861,12/24/2020 19:00,69702,LARCENY-ALL OTHER UNDER $500                      ,4957,ITASKA,Larceny,38.5845498,-90.3146146
20-057875,12/24/2020 19:00,65701,LARCENY-MTR VEH PARTS UNDER $500                  ,8605,BROADWAY,Larceny,38.5431081,-90.262614
20-057986,12/24/2020 20:00,69602,"LARCENY-ALL OTHER $500 - $24,999                  ",1231,8TH,Larceny,38.6270025,-90.1994042
20-057826,12/24/2020 20:15,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,1,MARYLAND,Destruction of Property,38.6497629,-90.3186206
20-057833,12/24/2020 20:15,10000,HOMICIDE                                          ,7859,RIO SILVA,Homicide,38.5513368,-90.2698894
20-057823,12/24/2020 20:23,265321,LEAVING SCENE OF ACCIDENT                         ,2117,KINGSHIGHWAY,Other Crime,38.6688592,-90.2570703
20-057829,12/24/2020 20:45,41011,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ,nan,,Aggravated Assault,38.6270025,-90.1994042
20-057829,12/24/2020 20:45,41011,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ,nan,,Aggravated Assault,38.6270025,-90.1994042
20-058226,12/24/2020 21:00,71013,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,101,BROADWAY,Motor Vehicle Theft,38.5431081,-90.262614
20-057863,12/24/2020 21:00,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,4228,CONNECTICUT,Destruction of Property,38.6270025,-90.1994042
20-057893,12/24/2020 21:00,64601,"LARCENY-FROM MTR VEH $500 - $24,999               ",75,WILLMORE,Larceny,38.5774856,-90.3069688
20-057930,12/24/2020 22:00,41011,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ,79,BROADWAY,Aggravated Assault,38.5431081,-90.262614
20-057868,12/24/2020 22:00,64701,LARCENY-FROM MTR VEH UNDER $500                   ,4216,CONNECTICUT,Larceny,38.6270025,-90.1994042
20-057834,12/24/2020 22:04,41014,ASSLT-AGGRAV-FIREARM-1ST-ADULT-DOMESTIC           ,2746,,Aggravated Assault,38.6270025,-90.1994042
20-057835,12/24/2020 22:30,71013,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,nan,,Motor Vehicle Theft,38.6270025,-90.1994042
20-057839,12/24/2020 22:43,41011,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ,916,MANHATTAN,Aggravated Assault,38.6026956,-90.3174493
20-057839,12/24/2020 22:43,41011,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ,916,MANHATTAN,Aggravated Assault,38.6026956,-90.3174493
20-057839,12/24/2020 22:43,41011,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ,916,MANHATTAN,Aggravated Assault,38.6026956,-90.3174493
20-057839,12/24/2020 22:43,41011,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ,916,MANHATTAN,Aggravated Assault,38.6026956,-90.3174493
20-057839,12/24/2020 22:43,41021,AGG.ASSAULT-FIREARM/CITIZEN CHILD 1ST DEGREE      ,916,MANHATTAN,Aggravated Assault,38.6026956,-90.3174493
20-057842,12/24/2020 23:00,71013,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,454,UNION,Motor Vehicle Theft,38.6270025,-90.1994042
20-057844,12/24/2020 23:10,52230,BURGLARY-BUSINESS/NIT/ATT FORCIBLE ENTRY          ,7557,HALL,Breaking and Entering,38.6270025,-90.1994042
20-057836,12/24/2020 23:15,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,1434,SULLIVAN,Destruction of Property,38.619535,-90.1859602
20-057843,12/24/2020 23:30,265100,SAFETY-FIREWORKS VIOLATION                        ,811,SPRUCE,Other Crime,38.6270025,-90.1994042
20-057846,12/24/2020 23:40,68711,LARCENY-FROM COIN MACH UNDER $500  /ATTEMPT       ,1415,GRAND,Larceny,38.598089,-90.2429759
20-057840,12/24/2020 23:43,265321,LEAVING SCENE OF ACCIDENT                         ,nan,,Other Crime,38.6270025,-90.1994042
20-058465,12/25/2020 1:00,65701,LARCENY-MTR VEH PARTS UNDER $500                  ,3115,NORWOOD,Larceny,38.6737437,-90.2595203
20-057853,12/25/2020 1:39,10000,HOMICIDE                                          ,nan,,Homicide,38.6270025,-90.1994042
20-057851,12/25/2020 2:15,265100,SAFETY-FIREWORKS VIOLATION                        ,152,BROADWAY,Other Crime,38.5431081,-90.262614
20-057850,12/25/2020 2:30,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,nan,,Destruction of Property,38.6270025,-90.1994042
20-057852,12/25/2020 3:29,266999,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION      ,3613,19TH,Other Crime,38.6270025,-90.1994042
20-057975,12/25/2020 3:40,51312,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED      ,4222,MINNESOTA,Burglary,38.5733968,-90.2389319
20-057855,12/25/2020 4:00,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,4633,CARTER,Destruction of Property,38.6748026,-90.2258925
20-057944,12/25/2020 6:00,51312,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED      ,1227,LEONARD,Burglary,38.6068341,-90.3663758
20-057862,12/25/2020 6:37,151110,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION          ,3407,LAFAYETTE,Weapons Offense,38.6154696,-90.226711
20-057859,12/25/2020 6:45,72113,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR     ,3015,IOWA,Motor Vehicle Theft,38.5968413,-90.2282373
20-057864,12/25/2020 8:00,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,1422,ANGELICA,Destruction of Property,38.6270025,-90.1994042
20-057872,12/25/2020 8:30,41016,ASSLT-AGGRAV-FIREARM-3RD-ADULT-DOMESTIC           ,2746,OSAGE,Aggravated Assault,38.6270025,-90.1994042
20-057872,12/25/2020 8:30,41016,ASSLT-AGGRAV-FIREARM-3RD-ADULT-DOMESTIC           ,2746,OSAGE,Aggravated Assault,38.6270025,-90.1994042
20-057872,12/25/2020 8:30,41016,ASSLT-AGGRAV-FIREARM-3RD-ADULT-DOMESTIC           ,2746,OSAGE,Aggravated Assault,38.6270025,-90.1994042
20-057872,12/25/2020 8:30,41026,ASSLT-AGGRAV-FIREARM-3RD-CHILD-DOMESTIC           ,2746,OSAGE,Aggravated Assault,38.6270025,-90.1994042
20-058196,12/25/2020 9:00,71013,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,nan,,Motor Vehicle Theft,38.6270025,-90.1994042
20-058181,12/25/2020 9:00,266510,PUBLIC ORDER-TRESPASSING                          ,8106,,Other Crime,38.6270025,-90.1994042
20-057969,12/25/2020 9:00,65701,LARCENY-MTR VEH PARTS UNDER $500                  ,4408,MORGANFORD,Larceny,38.5757848,-90.26932
20-057892,12/25/2020 9:00,42014,ASSLT-AGGRV-KNIFE/CUT-1ST-ADULT-DOMESTIC          ,1111,HODIAMONT,Other Assault,38.6706972,-90.2885183
20-058011,12/25/2020 10:00,65701,LARCENY-MTR VEH PARTS UNDER $500                  ,nan,BROADWAY OSAGE,Larceny,38.582733,-90.227785
20-057966,12/25/2020 10:00,265321,LEAVING SCENE OF ACCIDENT                         ,4416,MINNESOTA,Other Crime,38.5733968,-90.2389319
20-057883,12/25/2020 10:50,91303,SIMPLE ASSAULT-POLICE OFFICER/NO INJURY           ,1821,CARR,Simple Assault,38.6177983,-90.2387063
20-057883,12/25/2020 10:50,43015,ASSLT-AGGRAV-OTH-WPN-2ND-ADULT-DOMESTIC           ,1821,CARR,Other Assault,38.6177983,-90.2387063
20-057888,12/25/2020 11:17,41011,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ,415,GRAND,Aggravated Assault,38.598089,-90.2429759
20-058215,12/25/2020 11:30,265321,LEAVING SCENE OF ACCIDENT                         ,7335,HAMPSHIRE,Other Crime,38.5663446,-90.2946047
20-057976,12/25/2020 12:00,52312,BURGLARY-BUSINESS/UNK TIME/FORC ENT/UNOCCUPIED    ,2723,GRAVOIS,Burglary,38.5895694,-90.255657
20-058016,12/25/2020 12:00,65701,LARCENY-MTR VEH PARTS UNDER $500                  ,4969,OLEATHA,Larceny,38.5966666,-90.2835009
20-057947,12/25/2020 12:00,261200,KIDNAPPING                                        ,4025,PLEASANT,Other Crime,38.6270025,-90.1994042
20-057898,12/25/2020 13:00,67601,"LARCENY-FROM BUILDING $500 - $24,999              ",6456,CHIPPEWA,Larceny,38.6270025,-90.1994042
20-058420,12/25/2020 13:00,265321,LEAVING SCENE OF ACCIDENT                         ,5206,JAMIESON,Other Crime,38.5880646,-90.3087723
20-057899,12/25/2020 13:20,265321,LEAVING SCENE OF ACCIDENT                         ,nan,,Other Crime,38.6270025,-90.1994042
20-057902,12/25/2020 13:28,266999,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION      ,7317,PARKVIEW,Other Crime,38.5672109,-90.2944782
20-057982,12/25/2020 13:30,265321,LEAVING SCENE OF ACCIDENT                         ,6981,BANCROFT,Other Crime,38.5917534,-90.2961806
20-057906,12/25/2020 13:45,69602,"LARCENY-ALL OTHER $500 - $24,999                  ",1201,GRAND,Larceny,38.598089,-90.2429759
20-057901,12/25/2020 13:45,91114,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC            ",1318,GOODFELLOW,Other Crime,38.6762544,-90.2737423
20-058076,12/25/2020 14:00,64701,LARCENY-FROM MTR VEH UNDER $500                   ,3311,HUMPHREY,Larceny,38.6485962,-90.2833237
20-057910,12/25/2020 14:10,41201,AGG.ASSAULT-FIREARM/POLC.OFFICER  1ST DEGREE      ,1116,COLLEGE,Aggravated Assault,38.6270025,-90.1994042
20-057909,12/25/2020 14:30,31111,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL         ,7104,PENNSYLVANIA,Weapons Offense,38.6188804,-90.2248098
20-057924,12/25/2020 14:30,51312,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED      ,892,GOODFELLOW,Burglary,38.6762544,-90.2737423
20-057908,12/25/2020 14:40,266999,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION      ,5949,WABADA,Other Crime,38.6722326,-90.2697292
20-058276,12/25/2020 15:00,69702,LARCENY-ALL OTHER UNDER $500                      ,1619,CARROLL,Larceny,38.6025004,-90.2280867
20-057945,12/25/2020 15:30,51312,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED      ,1608,VERONICA,Burglary,38.6270025,-90.1994042
20-057970,12/25/2020 15:30,64711,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT         ,906,RUSSELL,Larceny,38.6156137,-90.2619738
20-058274,12/25/2020 16:00,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,nan,,Destruction of Property,38.6270025,-90.1994042
20-058415,12/25/2020 16:00,65701,LARCENY-MTR VEH PARTS UNDER $500                  ,352,PAGE,Larceny,38.6270025,-90.1994042
20-058437,12/25/2020 16:00,265321,LEAVING SCENE OF ACCIDENT                         ,3679,,Other Crime,38.6270025,-90.1994042
20-057992,12/25/2020 16:30,65701,LARCENY-MTR VEH PARTS UNDER $500                  ,3314,MAGNOLIA,Larceny,38.6300487,-90.192138
20-057963,12/25/2020 16:30,265321,LEAVING SCENE OF ACCIDENT                         ,nan,,Other Crime,38.6270025,-90.1994042
20-057923,12/25/2020 16:30,265321,LEAVING SCENE OF ACCIDENT                         ,1861,CASS,Other Crime,38.6437141,-90.2063823
20-057912,12/25/2020 16:40,69602,"LARCENY-ALL OTHER $500 - $24,999                  ",4869,PALM,Larceny,38.6270025,-90.1994042
20-057997,12/25/2020 17:30,64711,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT         ,2121,9TH,Larceny,38.6270025,-90.1994042
20-057921,12/25/2020 17:50,91113,SIMPLE ASSAULT-ADULT/NO INJURY                    ,nan,4TH WASHINGTON,Simple Assault,38.629888,-90.186817
20-057983,12/25/2020 17:57,82000,ARSON-2ND DEGREE/SUCCESS                          ,3659,GRAND,Arson,38.598089,-90.2429759
20-057996,12/25/2020 18:00,64601,"LARCENY-FROM MTR VEH $500 - $24,999               ",4,DAVIS,Larceny,38.6270025,-90.1994042
20-057922,12/25/2020 18:00,265321,LEAVING SCENE OF ACCIDENT                         ,2712,14TH,Other Crime,38.6270025,-90.1994042
20-057915,12/25/2020 18:20,265321,LEAVING SCENE OF ACCIDENT                         ,nan,,Other Crime,38.6270025,-90.1994042
20-057948,12/25/2020 18:30,65701,LARCENY-MTR VEH PARTS UNDER $500                  ,1,SPRUCE,Larceny,38.6270025,-90.1994042
20-057931,12/25/2020 18:45,71040,AUTO THEFT-PERM RETNT/ATTEMPT                     ,8214,MINNESOTA,Motor Vehicle Theft,38.5733968,-90.2389319
20-057919,12/25/2020 18:45,265321,LEAVING SCENE OF ACCIDENT                         ,5456,NEOSHO,Other Crime,38.6270025,-90.1994042
20-057920,12/25/2020 19:20,265321,LEAVING SCENE OF ACCIDENT                         ,5442,LOUGHBOROUGH,Other Crime,38.561416,-90.2657746
20-057925,12/25/2020 19:25,266510,PUBLIC ORDER-TRESPASSING                          ,3822,KINGSHIGHWAY,Other Crime,38.6688592,-90.2570703
20-058125,12/25/2020 20:00,71013,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,3635,TESSON,Motor Vehicle Theft,38.5542663,-90.2771574
20-057937,12/25/2020 20:00,91114,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC            ",nan,,Other Crime,38.6270025,-90.1994042
20-057977,12/25/2020 20:30,64701,LARCENY-FROM MTR VEH UNDER $500                   ,2346,11TH,Larceny,38.6270025,-90.1994042
20-057935,12/25/2020 20:30,265321,LEAVING SCENE OF ACCIDENT                         ,nan,,Other Crime,38.6270025,-90.1994042
20-058249,12/25/2020 21:00,71013,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,426,FOREST PARK,Motor Vehicle Theft,38.6444901,-90.2831478
20-058034,12/25/2020 21:00,67701,LARCENY-FROM BUILDING UNDER $500                  ,5825,FERRIS,Larceny,38.6881443,-90.2724986
20-057988,12/25/2020 21:00,64711,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT         ,1038,GEYER,Larceny,38.61182,-90.2169412
20-057938,12/25/2020 21:05,91114,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC            ",999,,Other Crime,38.6270025,-90.1994042
20-057953,12/25/2020 21:20,64711,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT         ,811,SPRUCE,Larceny,38.6270025,-90.1994042
20-057936,12/25/2020 21:23,265321,LEAVING SCENE OF ACCIDENT                         ,2166,HAMPTON,Other Crime,38.5989644,-90.2924434
20-058044,12/25/2020 22:00,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,906,RUSSELL,Destruction of Property,38.6156137,-90.2619738
20-057958,12/25/2020 22:00,69602,"LARCENY-ALL OTHER $500 - $24,999                  ",621,COLUMBIA,Larceny,38.6270025,-90.1994042
20-057995,12/25/2020 22:01,65601,"LARCENY-MTR VEH PARTS $500 - $24,999              ",nan,,Larceny,38.6270025,-90.1994042
20-058001,12/25/2020 22:30,64701,LARCENY-FROM MTR VEH UNDER $500                   ,4601,WILCOX,Larceny,38.58186,-90.2722288
20-057942,12/25/2020 22:58,265321,LEAVING SCENE OF ACCIDENT                         ,1326,WASHINGTON,Other Crime,38.6487895,-90.3107962
20-058039,12/25/2020 23:00,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,2642,GEYER,Destruction of Property,38.61182,-90.2169412
20-057993,12/25/2020 23:15,71013,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,15,BIDDLE,Motor Vehicle Theft,38.6396635,-90.2046971
20-057950,12/25/2020 23:19,41011,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ,35,LAMBDIN,Aggravated Assault,38.66391,-90.2355794
20-057950,12/25/2020 23:19,41011,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ,35,LAMBDIN,Aggravated Assault,38.66391,-90.2355794
20-057950,12/25/2020 23:19,41021,AGG.ASSAULT-FIREARM/CITIZEN CHILD 1ST DEGREE      ,35,LAMBDIN,Aggravated Assault,38.66391,-90.2355794
20-057950,12/25/2020 23:19,41021,AGG.ASSAULT-FIREARM/CITIZEN CHILD 1ST DEGREE      ,35,LAMBDIN,Aggravated Assault,38.66391,-90.2355794
20-057950,12/25/2020 23:19,41021,AGG.ASSAULT-FIREARM/CITIZEN CHILD 1ST DEGREE      ,35,LAMBDIN,Aggravated Assault,38.66391,-90.2355794
