Complaint,DateOccur,Crime,Description,ILEADSAddress,ILEADSStreet,Generic Crime,Latitude,Longitude
20-057623,12/22/2020 9:00,67701,LARCENY-FROM BUILDING UNDER $500                  ,3334,TEXAS,Larceny,38.6270025,-90.1994042
20-057446,12/22/2020 9:15,266510,PUBLIC ORDER-TRESPASSING                          ,211,N. BROADWAY,Other Crime,38.6776694,-90.2074219
20-057450,12/22/2020 9:30,265321,LEAVING SCENE OF ACCIDENT                         ,nan,,Other Crime,38.6270025,-90.1994042
20-057462,12/22/2020 9:54,10000,HOMICIDE                                          ,2144,ALICE,Homicide,38.6743426,-90.2188301
20-057499,12/22/2020 10:15,69702,LARCENY-ALL OTHER UNDER $500                      ,4625,LOUISIANA,Larceny,38.5896272,-90.2402664
20-057567,12/22/2020 10:20,69702,LARCENY-ALL OTHER UNDER $500                      ,527,GILMORE,Larceny,38.704027,-90.2470028
20-057611,12/22/2020 10:30,52312,BURGLARY-BUSINESS/UNK TIME/FORC ENT/UNOCCUPIED    ,3427,JEFFERSON,Burglary,38.6218094,-90.2187716
20-057457,12/22/2020 10:30,67701,LARCENY-FROM BUILDING UNDER $500                  ,5203,CHIPPEWA,Larceny,38.6270025,-90.1994042
20-057495,12/22/2020 11:00,64701,LARCENY-FROM MTR VEH UNDER $500                   ,446,GRACE,Larceny,38.5802819,-90.2459494
20-057482,12/22/2020 11:15,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,6,HAMPTON VILLAGE,Destruction of Property,38.5918377,-90.293537
20-057494,12/22/2020 11:30,69702,LARCENY-ALL OTHER UNDER $500                      ,1531,VAIL,Larceny,38.6164745,-90.2124496
20-057463,12/22/2020 11:41,250000,LOITERING-BEGGING                                 ,nan,,Other Crime,38.6270025,-90.1994042
20-057521,12/22/2020 12:00,65701,LARCENY-MTR VEH PARTS UNDER $500                  ,1114,,Larceny,38.6270025,-90.1994042
20-057475,12/22/2020 12:30,241100,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL         ,4344,MARTIN LUTHER KING,Other Crime,38.6270025,-90.1994042
20-057488,12/22/2020 13:00,91113,SIMPLE ASSAULT-ADULT/NO INJURY                    ,493,DELMAR,Simple Assault,38.6513457,-90.2605364
20-057488,12/22/2020 13:00,91113,SIMPLE ASSAULT-ADULT/NO INJURY                    ,493,DELMAR,Simple Assault,38.6513457,-90.2605364
20-057577,12/22/2020 13:30,51312,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED      ,3934,KEOKUK,Burglary,38.6270025,-90.1994042
20-057493,12/22/2020 13:30,265321,LEAVING SCENE OF ACCIDENT                         ,nan,,Other Crime,38.6270025,-90.1994042
20-057492,12/22/2020 14:00,41013,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE      ,4456,KOSSUTH,Aggravated Assault,38.670959,-90.2283457
20-057890,12/22/2020 14:00,51312,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED      ,6736,VERMONT,Burglary,38.5578312,-90.2542291
20-058435,12/22/2020 14:27,67701,LARCENY-FROM BUILDING UNDER $500                  ,5137,WATERMAN,Larceny,38.6496384,-90.2827587
20-057502,12/22/2020 14:30,182999,DRUGS-POSSESSION/OTHR UNSPEC DRUG                 ,nan,,Drug Possession,38.6270025,-90.1994042
20-058400,12/22/2020 14:30,65601,"LARCENY-MTR VEH PARTS $500 - $24,999              ",nan,,Larceny,38.6270025,-90.1994042
20-057597,12/22/2020 14:51,69702,LARCENY-ALL OTHER UNDER $500                      ,2626,LOUISIANA,Larceny,38.5896272,-90.2402664
20-057511,12/22/2020 15:00,266510,PUBLIC ORDER-TRESPASSING                          ,3505,INDIANA,Other Crime,38.5967022,-90.2235151
20-057601,12/22/2020 15:00,69602,"LARCENY-ALL OTHER $500 - $24,999                  ",nan,,Larceny,38.6270025,-90.1994042
20-057572,12/22/2020 15:00,44015,ASSLT-AGGRV-HND/FST/FT-2ND-ADUL-DOMESTIC          ,4223,HARRIS,Other Assault,38.6270025,-90.1994042
20-057505,12/22/2020 15:00,265321,LEAVING SCENE OF ACCIDENT                         ,nan,,Other Crime,38.6270025,-90.1994042
20-057510,12/22/2020 15:25,32111,ROBBERY-RESIDENCE/FIREARM USED/SUCCESSFUL         ,1127,BRISTOL,Weapons Offense,38.6270025,-90.1994042
20-057514,12/22/2020 15:30,43016,ASSLT-AGGRAV-OTH-WPN-3RD-ADULT-DOMESTIC           ,1,,Other Assault,38.6270025,-90.1994042
20-057520,12/22/2020 16:00,265321,LEAVING SCENE OF ACCIDENT                         ,nan,TOWER GROVE VANDEVEN,Other Crime,38.6225517,-90.2662246
20-057528,12/22/2020 16:30,38111,ROBBERY CARJACKING /FIREARM USED/SUCCESSFUL       ,nan,,Armed Robbery,38.6270025,-90.1994042
20-057530,12/22/2020 16:55,51111,BURGLARY-RESIDENCE/DAY/FORCE ENT/OCCUPIED         ,4752,PENNSYLVANIA,Burglary,38.5799626,-90.2363938
20-057543,12/22/2020 16:58,63701,LARCENY-SHOPLIFT UNDER $500                       ,41,GRAVOIS,Larceny,38.5895694,-90.255657
20-057672,12/22/2020 17:00,71013,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,42,ARSENAL,Motor Vehicle Theft,38.6270025,-90.1994042
20-057558,12/22/2020 17:00,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,3116,MOUNT PLEASANT,Destruction of Property,38.576243,-90.2360328
20-057791,12/22/2020 17:00,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,1514,19TH,Destruction of Property,38.6270025,-90.1994042
20-057755,12/22/2020 17:00,52312,BURGLARY-BUSINESS/UNK TIME/FORC ENT/UNOCCUPIED    ,3323,WASHINGTON,Burglary,38.6487895,-90.3107962
20-057643,12/22/2020 17:30,64701,LARCENY-FROM MTR VEH UNDER $500                   ,2626,COMPTON,Larceny,38.5969205,-90.2364301
20-057533,12/22/2020 17:30,71013,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,1403,UNION,Motor Vehicle Theft,38.6270025,-90.1994042
20-057538,12/22/2020 17:32,211000,DUI-DRVING WHILE INTOXICATED                      ,nan,,Other Crime,38.6270025,-90.1994042
20-057537,12/22/2020 17:50,71013,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,3337,DELOR,Motor Vehicle Theft,38.6270025,-90.1994042
20-057598,12/22/2020 18:00,64701,LARCENY-FROM MTR VEH UNDER $500                   ,4436,ALASKA,Larceny,38.5609615,-90.2567258
20-057660,12/22/2020 18:00,64701,LARCENY-FROM MTR VEH UNDER $500                   ,1919,GRAND,Larceny,38.598089,-90.2429759
20-057600,12/22/2020 18:00,51322,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED       ,1115,BRISTOL,Burglary,38.6270025,-90.1994042
20-057656,12/22/2020 18:00,64711,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT         ,5924,MAPLE,Larceny,38.6270025,-90.1994042
20-057613,12/22/2020 18:00,64711,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT         ,5696,KINGSBURY,Larceny,38.6522563,-90.2916273
20-057568,12/22/2020 18:16,69702,LARCENY-ALL OTHER UNDER $500                      ,3657,MONTANA,Larceny,38.6270025,-90.1994042
20-057568,12/22/2020 18:16,69702,LARCENY-ALL OTHER UNDER $500                      ,3657,MONTANA,Larceny,38.6270025,-90.1994042
20-057547,12/22/2020 18:20,51122,BURGLARY-RESIDENCE/DAY/UNLAW ENT/UNOCCUPIED       ,6218,KINGSHIGHWAY,Burglary,38.6688592,-90.2570703
20-057610,12/22/2020 18:30,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,3834,COMPTON,Destruction of Property,38.5969205,-90.2364301
20-057542,12/22/2020 18:30,63701,LARCENY-SHOPLIFT UNDER $500                       ,3702,KINGSHIGHWAY,Larceny,38.6688592,-90.2570703
20-057762,12/22/2020 19:00,71013,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,7835,IVORY,Motor Vehicle Theft,38.6270025,-90.1994042
20-057642,12/22/2020 19:00,73413,AUTO THEFT-OTHR VEH/PERM RETNT/UNRECOV OVER 48    ,4075,SCHILLER,Motor Vehicle Theft,38.5759034,-90.26397
20-057545,12/22/2020 19:00,265321,LEAVING SCENE OF ACCIDENT                         ,nan,,Other Crime,38.6270025,-90.1994042
20-057550,12/22/2020 19:34,182999,DRUGS-POSSESSION/OTHR UNSPEC DRUG                 ,3,11TH,Drug Possession,38.6270025,-90.1994042
20-057555,12/22/2020 19:45,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,424,GRAND,Destruction of Property,38.598089,-90.2429759
20-057736,12/22/2020 19:59,73413,AUTO THEFT-OTHR VEH/PERM RETNT/UNRECOV OVER 48    ,6613,IDAHO,Motor Vehicle Theft,38.5588982,-90.2558334
20-057629,12/22/2020 20:00,71013,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,5835,DELOR,Motor Vehicle Theft,38.6270025,-90.1994042
20-057566,12/22/2020 20:00,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,4887,BESSIE,Destruction of Property,38.6795178,-90.2403035
20-057603,12/22/2020 20:00,51312,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED      ,4483,LACLEDE,Burglary,38.6361116,-90.2418535
20-057593,12/22/2020 20:30,64701,LARCENY-FROM MTR VEH UNDER $500                   ,6429,IDAHO,Larceny,38.5677446,-90.2599392
20-057557,12/22/2020 20:39,265321,LEAVING SCENE OF ACCIDENT                         ,7637,IVORY,Other Crime,38.6270025,-90.1994042
20-057759,12/22/2020 21:00,69702,LARCENY-ALL OTHER UNDER $500                      ,61,7TH,Larceny,38.6059538,-90.2033089
20-057560,12/22/2020 21:55,130000,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET    ",nan,,Other Crime,38.6270025,-90.1994042
20-057799,12/22/2020 22:00,71013,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,6012,LOUISIANA,Motor Vehicle Theft,38.5896272,-90.2402664
20-057608,12/22/2020 22:00,65701,LARCENY-MTR VEH PARTS UNDER $500                  ,8414,HALLS FERRY,Larceny,38.7365104,-90.2489828
20-057592,12/22/2020 22:00,65701,LARCENY-MTR VEH PARTS UNDER $500                  ,5359,MINERVA,Larceny,38.6658277,-90.2778465
20-057636,12/22/2020 22:00,64601,"LARCENY-FROM MTR VEH $500 - $24,999               ",364,SHAW,Larceny,38.6144651,-90.2508774
20-057561,12/22/2020 22:00,51211,BURGLARY-RESIDENCE/NIT/FORCE ENT/OCCUPIED         ,5021,TENNESSEE,Burglary,38.5512248,-90.2687415
20-057562,12/22/2020 22:15,263299,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL     ,nan,GRAND,Other Crime,38.598089,-90.2429759
20-057594,12/22/2020 22:22,266510,PUBLIC ORDER-TRESPASSING                          ,3833,WISCONSIN,Other Crime,38.5922574,-90.2210113
20-057575,12/22/2020 22:50,71013,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,nan,,Motor Vehicle Theft,38.6270025,-90.1994042
20-057569,12/22/2020 23:10,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,4253,BATES,Destruction of Property,38.5806219,-90.3260124
20-057576,12/22/2020 23:35,41011,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ,1453,LASALLE,Aggravated Assault,38.618392,-90.205599
20-057571,12/22/2020 23:35,91113,SIMPLE ASSAULT-ADULT/NO INJURY                    ,3155,KINGSHIGHWAY,Simple Assault,38.6688592,-90.2570703
20-057564,12/22/2020 23:35,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,4567,MCMILLAN,Destruction of Property,38.6537777,-90.2543208
20-057570,12/22/2020 23:50,265321,LEAVING SCENE OF ACCIDENT                         ,5257,THEODOSIA,Other Crime,38.6668812,-90.2672389
20-057551,12/23/2005 0:01,91113,SIMPLE ASSAULT-ADULT/NO INJURY                    ,54,GENEVIEVE,Simple Assault,38.6165168,-90.3430816
20-057704,12/23/2020 0:00,182999,DRUGS-POSSESSION/OTHR UNSPEC DRUG                 ,nan,,Drug Possession,38.6270025,-90.1994042
20-057586,12/23/2020 0:01,51221,BURGLARY-RESIDENCE/NIT/UNLAW ENT/OCCUPIED         ,1911,BREMEN,Burglary,38.6630835,-90.2013781
20-057573,12/23/2020 0:34,265321,LEAVING SCENE OF ACCIDENT                         ,3412,UNION,Other Crime,38.6270025,-90.1994042
20-057574,12/23/2020 0:53,265321,LEAVING SCENE OF ACCIDENT                         ,nan,,Other Crime,38.6270025,-90.1994042
20-057679,12/23/2020 1:00,64601,"LARCENY-FROM MTR VEH $500 - $24,999               ",1919,,Larceny,38.6270025,-90.1994042
20-057579,12/23/2020 1:10,265321,LEAVING SCENE OF ACCIDENT                         ,nan,,Other Crime,38.6270025,-90.1994042
20-057580,12/23/2020 1:20,41011,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ,13,,Aggravated Assault,38.5980107,-90.2151373
20-057580,12/23/2020 1:20,41011,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ,13,,Aggravated Assault,38.5980107,-90.2151373
20-057581,12/23/2020 1:20,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,3258,JEFFERSON,Destruction of Property,38.6218094,-90.2187716
20-057604,12/23/2020 1:30,64711,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT         ,52,JEFFERSON,Larceny,38.6218094,-90.2187716
20-057614,12/23/2020 2:00,65701,LARCENY-MTR VEH PARTS UNDER $500                  ,2125,13TH,Larceny,38.6270025,-90.1994042
20-057583,12/23/2020 2:20,265321,LEAVING SCENE OF ACCIDENT                         ,nan,,Other Crime,38.6270025,-90.1994042
20-057584,12/23/2020 2:30,52212,BURGLARY-BUSINESS/NIT/FORCE ENT/UNOCCUPIE         ,1048,HAMPTON OAKLAND,Burglary,38.630665,-90.286999
20-057585,12/23/2020 2:50,41016,ASSLT-AGGRAV-FIREARM-3RD-ADULT-DOMESTIC           ,344,KINGSHIGHWAY,Aggravated Assault,38.6688592,-90.2570703
20-057602,12/23/2020 4:00,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,115,EUCLID,Destruction of Property,38.6751988,-90.2491375
20-057587,12/23/2020 4:30,65711,LARCENY-MTR VEH PARTS UNDER $500 /ATTEMPT         ,8649,ANNETTA,Larceny,38.5887395,-90.3309064
20-057588,12/23/2020 4:38,52212,BURGLARY-BUSINESS/NIT/FORCE ENT/UNOCCUPIE         ,4628,KINGSHIGHWAY,Burglary,38.6688592,-90.2570703
20-057591,12/23/2020 6:05,38111,ROBBERY CARJACKING /FIREARM USED/SUCCESSFUL       ,26,14TH,Armed Robbery,38.6270025,-90.1994042
20-057964,12/23/2020 6:10,63701,LARCENY-SHOPLIFT UNDER $500                       ,461,CHIPPEWA,Larceny,38.6270025,-90.1994042
20-057618,12/23/2020 7:00,51322,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED       ,4865,WOODSTOCK,Burglary,38.7002924,-90.2618125
20-057749,12/23/2020 8:00,64601,"LARCENY-FROM MTR VEH $500 - $24,999               ",3625,MAGNOLIA,Larceny,38.6300487,-90.192138
20-058579,12/23/2020 8:30,65701,LARCENY-MTR VEH PARTS UNDER $500                  ,445,CASTLEMAN,Larceny,38.6152893,-90.250737
20-057838,12/23/2020 9:00,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,4004,HYDRAULIC,Destruction of Property,38.5869332,-90.2507318
20-057619,12/23/2020 10:00,265321,LEAVING SCENE OF ACCIDENT                         ,3415,MARCUS,Other Crime,38.6270025,-90.1994042
20-057612,12/23/2020 10:19,229999,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE                ,1207,WASHINGTON,Other Crime,38.6487895,-90.3107962
20-057621,12/23/2020 10:20,265100,SAFETY-FIREWORKS VIOLATION                        ,601,CLARK,Other Crime,38.6570137,-90.2245365
20-057628,12/23/2020 10:50,91113,SIMPLE ASSAULT-ADULT/NO INJURY                    ,4949,,Simple Assault,38.6270025,-90.1994042
20-057630,12/23/2020 11:20,41014,ASSLT-AGGRAV-FIREARM-1ST-ADULT-DOMESTIC           ,111,15TH,Aggravated Assault,38.6270025,-90.1994042
20-057632,12/23/2020 11:30,41013,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE      ,2226,EDWARDS,Aggravated Assault,38.6328737,-90.3085003
20-057747,12/23/2020 12:00,65701,LARCENY-MTR VEH PARTS UNDER $500                  ,711,EUCLID,Larceny,38.6482149,-90.2612435
20-057675,12/23/2020 12:13,63701,LARCENY-SHOPLIFT UNDER $500                       ,3527,BAMBERGER,Larceny,38.5889273,-90.2496389
20-058132,12/23/2020 13:00,64701,LARCENY-FROM MTR VEH UNDER $500                   ,5316,BANCROFT,Larceny,38.5917534,-90.2961806
20-057776,12/23/2020 13:00,51312,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED      ,4061,WYOMING,Burglary,38.6270025,-90.1994042
20-057646,12/23/2020 13:00,112020,FRAUD-CREDIT DEVICE/UNDER $150                    ,nan,KINGSHIGHWAY MCREE,Fraud,38.620057,-90.266304
20-057640,12/23/2020 13:10,265321,LEAVING SCENE OF ACCIDENT                         ,nan,,Other Crime,38.6270025,-90.1994042
20-057674,12/23/2020 14:20,31421,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/SUCCESS         ,5706,THEKLA,Robbery,38.6966017,-90.2470175
20-057652,12/23/2020 14:30,91114,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC            ",102,9TH,Other Crime,38.6270025,-90.1994042
20-057654,12/23/2020 14:30,265321,LEAVING SCENE OF ACCIDENT                         ,nan,,Other Crime,38.6270025,-90.1994042
20-058509,12/23/2020 15:00,71013,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,384,COTTAGE,Motor Vehicle Theft,38.6270025,-90.1994042
20-057745,12/23/2020 15:00,65601,"LARCENY-MTR VEH PARTS $500 - $24,999              ",472,BROADWAY,Larceny,38.5431081,-90.262614
20-057657,12/23/2020 15:10,36422,ROBBERY-COMMERCE PL/STRNGARM/NO INJ/SUCCESS       ,4,HAMPTON VILLAGE,Robbery,38.5918377,-90.293537
20-057661,12/23/2020 15:30,33411,ROBBERY-BANK     /STRNGARM/INJURY/SUCCESS         ,4249,WATSON,Robbery,38.5951803,-90.3011959
20-057784,12/23/2020 15:30,265321,LEAVING SCENE OF ACCIDENT                         ,6759,ARSENAL,Other Crime,38.6270025,-90.1994042
20-057662,12/23/2020 16:00,182999,DRUGS-POSSESSION/OTHR UNSPEC DRUG                 ,nan,,Drug Possession,38.6270025,-90.1994042
20-057974,12/23/2020 16:00,65701,LARCENY-MTR VEH PARTS UNDER $500                  ,5726,HENNER,Larceny,38.6981534,-90.2657313
20-057669,12/23/2020 16:00,42022,AGG.ASSAULT-KNIFE/CITIZEN CHILD 2ND DEGREE        ,422,38TH,Other Assault,38.6270025,-90.1994042
20-057663,12/23/2020 16:00,42015,ASSLT-AGGRV-KNIFE/CUT-2ND-ADULT-DOMESTIC          ,3816,HUMPHREY,Other Assault,38.6485962,-90.2833237
20-057673,12/23/2020 16:15,69702,LARCENY-ALL OTHER UNDER $500                      ,2918,CALIFORNIA,Larceny,38.6270025,-90.1994042
20-057681,12/23/2020 16:30,91113,SIMPLE ASSAULT-ADULT/NO INJURY                    ,4949,,Simple Assault,38.6270025,-90.1994042
20-058370,12/23/2020 16:30,71013,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,3637,BROADWAY,Motor Vehicle Theft,38.5431081,-90.262614
20-057685,12/23/2020 17:30,91113,SIMPLE ASSAULT-ADULT/NO INJURY                    ,nan,,Simple Assault,38.6270025,-90.1994042
20-058369,12/23/2020 17:30,71013,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,5335,SOUTHWEST,Motor Vehicle Theft,38.7375946,-90.3570098
20-057686,12/23/2020 17:40,63701,LARCENY-SHOPLIFT UNDER $500                       ,493,KINGSHIGHWAY,Larceny,38.6688592,-90.2570703
20-057696,12/23/2020 17:45,69702,LARCENY-ALL OTHER UNDER $500                      ,4946,POTOMAC,Larceny,38.6270025,-90.1994042
20-057678,12/23/2020 17:45,265321,LEAVING SCENE OF ACCIDENT                         ,nan,GRAND GRAVOIS,Other Crime,38.593095,-90.24384
20-057794,12/23/2020 18:00,91113,SIMPLE ASSAULT-ADULT/NO INJURY                    ,3612,DELOR,Simple Assault,38.6270025,-90.1994042
20-057687,12/23/2020 18:00,91113,SIMPLE ASSAULT-ADULT/NO INJURY                    ,3053,MARCUS,Simple Assault,38.6270025,-90.1994042
20-057788,12/23/2020 18:00,72113,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR     ,3612,DELOR,Motor Vehicle Theft,38.6270025,-90.1994042
20-057788,12/23/2020 18:00,72113,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR     ,3612,DELOR,Motor Vehicle Theft,38.6270025,-90.1994042
20-057683,12/23/2020 18:00,265321,LEAVING SCENE OF ACCIDENT                         ,7057,CHIPPEWA,Other Crime,38.6270025,-90.1994042
20-057822,12/23/2020 18:30,64701,LARCENY-FROM MTR VEH UNDER $500                   ,6422,MARQUETTE,Larceny,38.5996719,-90.2960693
20-057719,12/23/2020 18:30,64701,LARCENY-FROM MTR VEH UNDER $500                   ,93,HOLLY HILLS,Larceny,38.56744,-90.2608306
20-057882,12/23/2020 18:30,64601,"LARCENY-FROM MTR VEH $500 - $24,999               ",5301,BROADWAY,Larceny,38.5431081,-90.262614
20-057698,12/23/2020 18:40,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,374,,Destruction of Property,38.6270025,-90.1994042
20-058703,12/23/2020 19:00,67601,"LARCENY-FROM BUILDING $500 - $24,999              ",1919,GRAND,Larceny,38.598089,-90.2429759
20-057700,12/23/2020 19:45,182999,DRUGS-POSSESSION/OTHR UNSPEC DRUG                 ,nan,UNION RIDGE,Drug Possession,38.6270025,-90.1994042
20-058135,12/23/2020 20:00,69702,LARCENY-ALL OTHER UNDER $500                      ,3844,ARKANSAS,Larceny,38.6270025,-90.1994042
20-058009,12/23/2020 20:00,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,7719,MINNESOTA,Destruction of Property,38.5733968,-90.2389319
20-057714,12/23/2020 20:00,241100,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL         ,11,WASHINGTON,Other Crime,38.6487895,-90.3107962
20-057752,12/23/2020 20:00,67701,LARCENY-FROM BUILDING UNDER $500                  ,2521,HODIAMONT,Larceny,38.6706972,-90.2885183
20-057771,12/23/2020 20:00,65601,"LARCENY-MTR VEH PARTS $500 - $24,999              ",4119,TYROLEAN,Larceny,38.5693858,-90.2822067
20-057827,12/23/2020 20:15,65601,"LARCENY-MTR VEH PARTS $500 - $24,999              ",4621,BECK,Larceny,38.6270025,-90.1994042
20-057707,12/23/2020 20:17,63601,"LARCENY-SHOPLIFT $500 - $24,999                   ",4255,HAMPTON,Larceny,38.5989644,-90.2924434
20-057716,12/23/2020 20:56,64701,LARCENY-FROM MTR VEH UNDER $500                   ,466,CHIPPEWA,Larceny,38.6270025,-90.1994042
20-057708,12/23/2020 21:16,263299,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL     ,nan,,Other Crime,38.6270025,-90.1994042
20-057717,12/23/2020 21:20,263299,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL     ,2732,BURD,Other Crime,38.671211,-90.2731458
20-057718,12/23/2020 22:00,43013,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 3RD DEGREE    ,nan,,Other Assault,38.6270025,-90.1994042
20-057720,12/23/2020 22:35,265321,LEAVING SCENE OF ACCIDENT                         ,5404,VIRGINIA,Other Crime,38.6270025,-90.1994042
20-058241,12/23/2020 23:00,44012,"AGG.ASSAULT-HNDS,FST,FEET/CTZEN ADLT 2ND DEGRE    ",6161,DELMAR,Other Assault,38.6513457,-90.2605364
20-057723,12/23/2020 23:30,71013,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,405,WEST PINE,Motor Vehicle Theft,38.6430012,-90.2668169
20-057726,12/23/2020 23:30,10000,HOMICIDE                                          ,12,MOUND,Homicide,38.6270025,-90.1994042
20-057724,12/23/2020 23:41,34111,ROBBERY-CONVEN STOR/FIREARM USED/SUCCESS          ,535,CHIPPEWA,Weapons Offense,38.6270025,-90.1994042
20-057725,12/24/2020 0:00,71030,AUTO THEFT-PERM RETNT/JOY RIDE                    ,2005,FLORISSANT,Motor Vehicle Theft,38.789217,-90.322614
20-057729,12/24/2020 0:25,71013,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,7842,BROADWAY,Motor Vehicle Theft,38.5431081,-90.262614
20-057727,12/24/2020 1:00,69703,LARCENY-ALL OTH/FRM PRSN/UNDER $500               ,1315,KINGSHIGHWAY,Larceny,38.6688592,-90.2570703
20-057735,12/24/2020 1:30,71013,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,3449,GRAND,Motor Vehicle Theft,38.598089,-90.2429759
20-057732,12/24/2020 1:51,265321,LEAVING SCENE OF ACCIDENT                         ,nan,,Other Crime,38.6270025,-90.1994042
20-057731,12/24/2020 1:54,265321,LEAVING SCENE OF ACCIDENT                         ,nan,SOUTHWEST MCCAUSLAND,Other Crime,38.612941,-90.310007
20-057738,12/24/2020 2:15,43015,ASSLT-AGGRAV-OTH-WPN-2ND-ADULT-DOMESTIC           ,4222,OREGON,Other Assault,38.6270025,-90.1994042
20-057733,12/24/2020 2:25,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,3412,TAFT,Destruction of Property,38.5802963,-90.2541449
20-057737,12/24/2020 3:15,67701,LARCENY-FROM BUILDING UNDER $500                  ,4363,GARFIELD,Larceny,38.6561185,-90.237034
20-057739,12/24/2020 4:15,31111,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL         ,nan,,Weapons Offense,38.6270025,-90.1994042
20-057918,12/24/2020 4:20,71030,AUTO THEFT-PERM RETNT/JOY RIDE                    ,1855,MENARD,Motor Vehicle Theft,38.6270025,-90.1994042
20-057741,12/24/2020 5:10,10000,HOMICIDE                                          ,8105,BROADWAY,Homicide,38.5431081,-90.262614
20-057795,12/24/2020 5:13,71013,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,1104,HAMPTON,Motor Vehicle Theft,38.5989644,-90.2924434
20-057740,12/24/2020 5:48,265321,LEAVING SCENE OF ACCIDENT                         ,nan,,Other Crime,38.6270025,-90.1994042
20-057754,12/24/2020 7:20,117000,FAILURE TO RETURN BORROWED/RENTED VEHICL          ,2233,WASHINGTON,Other Crime,38.6487895,-90.3107962
20-057744,12/24/2020 7:30,41014,ASSLT-AGGRAV-FIREARM-1ST-ADULT-DOMESTIC           ,nan,,Aggravated Assault,38.6270025,-90.1994042
20-057881,12/24/2020 8:00,69702,LARCENY-ALL OTHER UNDER $500                      ,4683,KOSSUTH,Larceny,38.670959,-90.2283457
20-057746,12/24/2020 8:00,51111,BURGLARY-RESIDENCE/DAY/FORCE ENT/OCCUPIED         ,4358,EVANS,Burglary,38.6270025,-90.1994042
20-057748,12/24/2020 8:00,265321,LEAVING SCENE OF ACCIDENT                         ,nan,,Other Crime,38.6270025,-90.1994042
